Review #,Brand,Variety,Style,Country,Stars,Top Ten
1030,Samyang Foods,Vegetable,Pack,South Korea,3.75,
1029,Samyang Foods,Crab,Pack,South Korea,5,
1028,Samyang Foods,Fried Chicken,Pack,South Korea,4,
1027,Samyang Foods,Beef Ramyun,Bowl,South Korea,4,
1026,Samyang Foods,,Pack,South Korea,3.75,
1025,Samyang Foods,Hot,Pack,South Korea,3.75,
1024,HoMyeonDang,Noodle Fried Noodle,Pack,South Korea,3.5,
1023,Samyang Foods,Ramyun,Pack,South Korea,4.5,
1022,HoMyeonDang,Noodle Crab,Pack,South Korea,5,
1021,Samyang Foods,Beef Flavor Ramyun,Pack,South Korea,4.25,
1020,Samyang Foods,,Bowl,South Korea,4.75,
1019,Samyang Foods,Kimchi Ramyun,Pack,South Korea,4,
1018,Samyang Foods,,Pack,South Korea,4.25,
1017,Samyang Foods,,Pack,South Korea,3.75,
1016,Nissin,Big Cup Noodles Chicken Flavor Ramen Noodle Soup,Cup,USA,3.5,
1015,Tradition,Oriental Style Ramen Noodle Soup,Pack,USA,2.75,
1014,Nissin,King,Bowl,Japan,4.25,
1013,Vina Acecook,,Pack,Vietnam,3.5,
1012,Unox,Noodles,Pack,Holland,3.5,
1011,Maruchan,Bowl Hot & Spicy Chicken Flavor Ramen Noodles With,Bowl,USA,4,
1010,Golden Wheat,Korean Style Spicy Beef Noodle Soup,Bowl,China,3.75,
1009,Western Family,Instant Noodles A Cup Oriental,Cup,Canada,2,
1008,Ottogi,Sesame Flavor Noodle Bowl,Bowl,South Korea,3.5,
1007,Nissin,Demae Ramen Sesame Oil Flavour Noodles With Soup Base,Bowl,Hong Kong,4.5,
1006,Amino,,Pack,Poland,4,
1005,Four Seas,Chicken Flavour,Bowl,China,2.75,
1004,Wai Wai,Artificial Pork Flavour,Pack,Thailand,3,
1003,Nissin,Chow Mein Spicy Beef,Tray,USA,4.5,
1002,Mr. Noodles,Bowl Spicy Chicken Flavour,Bowl,Canada,2,
1001,Paldo,Beef Flavor,Pack,South Korea,3.5,
1000,Maruchan,Yakisoba Beef Flavor,Tray,USA,4.25,
999,Pot Noodle,,Cup,UK,1.5,
998,Nongshim,Shin Ramyun Black Spicy Beef,Cup,South Korea,4.5,
997,Sakurai Foods,Miso Stew Instant Udon,Pack,Japan,4.25,
996,Maruchan,Bowl Chicken Flavor,Bowl,USA,4,
995,Ko-Lee,Instant Noodles Beef,Pack,UK,3,
994,Wai Wai,Tom Yum Shrimp Flavour,Pack,Thailand,3.25,
993,Unox,,Pack,Holland,3.5,
992,Prima Taste,Laksa,Pack,Singapore,5,2013 #1
991,Prima Taste,Curry,Pack,Singapore,5,2013 #2
990,Nissin,Spicy Thai,Tray,USA,2.75,
989,GS25,,Pack,South Korea,4,
988,Amino,,Pack,Poland,3.25,
987,Trident,Noodles,Pack,Australia,2.75,
986,Paldo,Kimchi Ramen,Pack,South Korea,4,
985,Ko-Lee,Noodles Thai Hot & Spicy Tom Yum,Cup,UK,1,
984,Sun Noodle,Ramen Shoyu Flavor,Tray,USA,5,
983,Sun Noodle,Spicy Sesame,Tray,USA,3.75,
982,Sun Noodle,Ramen Miso Flavor,Tray,USA,5,
981,Other,,Pack,USA,4,
980,Sun Noodle,Ramen Soy Sauce,Tray,USA,4,
979,Sun Noodle,Soba Noodle,Tray,USA,4,
978,Sun Noodle,Ramen Pork Flavor,Tray,USA,5,
977,Sun Noodle,Yakisoba,Pack,USA,4.5,
976,Nissin,,Bowl,Japan,4,
975,Ottogi,Ramen,Bowl,South Korea,4.5,
974,Pot Noodle,Chilli Beef Flavour,Cup,UK,2.25,
973,Annie Chun's,Ramen Spicy Chicken Ramen,Pack,USA,4,
972,Other,With Noodles,Pack,China,3,
971,Annie Chun's,Soup Bowl Chinese Chicken,Bowl,USA,4.25,
970,Annie Chun's,Noodle Spicy,Tray,USA,2,
969,Annie Chun's,Soup Bowl,Bowl,USA,4,
968,Annie Chun's,Noodle,Tray,USA,3,
967,Annie Chun's,Soup Bowl Korean Kimchi,Bowl,USA,4.5,
966,Annie Chun's,Ramen Vegetable Ramen,Pack,USA,4,
965,Annie Chun's,Noodle Chinese Chow Mein,Tray,USA,3.75,
964,Nissin,Soy Sauce Flavor,Bowl,Japan,5,
963,Pot Noodle,Noodle,Cup,UK,3.25,
962,Nongshim,Bowl Noodle Soup Spicy Seafood Flavor (New,Bowl,USA,4.25,
961,Trident,Chow Mein Noodles,Pack,Australia,2.75,
960,Nissin,Bowl Noodles Hot & Spicy Super,Bowl,USA,3.25,
959,Sakurai Foods,Ramen,Pack,Japan,3.25,
958,Sakurai Foods,Soy Sauce Ramen,Bowl,Japan,4.25,
957,Sakurai Foods,Vegetarian Soy Sauce Flavor,Pack,Japan,4.25,
956,Sakurai Foods,Sesame Noodles,Pack,Japan,5,
955,Sakurai Foods,Miso Ramen,Bowl,Japan,4,
954,Sakurai Foods,,Pack,Japan,3.25,
953,Sakurai Foods,Soy Sauce Ramen,Pack,Japan,4.75,
952,Pot Noodle,Sweet & Spicy,Cup,UK,3.5,
951,Vifon,,Pack,Poland,4,
950,Ottogi,,Cup,South Korea,3.75,
949,Ko-Lee,Instant Noodles Chicken,Pack,UK,3.5,
948,Trident,Hot & Spicy Minute Noodles,Pack,Australia,3.5,
947,Maruchan,Yakisoba,Tray,USA,4,
946,Other,Chicken Ramen,Cup,USA,1.75,
945,Pot Noodle,,Cup,UK,2.75,
944,Wai Wai,Oriental Style Instant Noodles,Pack,Thailand,3,
943,Amino,,Pack,Poland,3.25,
942,Kamfen,Soup,Pack,China,3.25,
941,Ko-Lee,Noodles Chicken,Pack,UK,3.75,
940,Wai Wai,Sour Soup Flavor,Pack,Thailand,3.5,
939,Pot Noodle,Sweet & Sour,Cup,UK,3.75,
938,Maruchan,Yakisoba Cheese,Tray,USA,3.75,
937,Mama,Shrimp,Pack,Thailand,3.75,
936,Yamachan,Tonkotsu,Pack,USA,5,
935,Maruchan,Beef,Cup,USA,3.5,
934,Nongshim,Hot &,Pack,USA,5,2013 #4
933,Paldo,Spicy Chicken,Cup,South Korea,4.5,
932,Paldo,Ramen,Pack,South Korea,5,
931,Kamfen,Noodles Bean Paste,Tray,China,3.75,
930,Maruchan,Beef,Cup,USA,3.5,
929,Vina Acecook,Artificial Pork Bean Vermicelli,Pack,Vietnam,3.75,
928,Kamfen,Dried Noodles Artificial Spicy Pork,Tray,China,4,
927,Paldo,Spicy Chicken,Bowl,South Korea,4.75,
926,Ibumie,Vegetarian Flavour,Pack,Malaysia,2.75,
925,Emart,Ramen,Pack,South Korea,3.75,
924,Maruchan,Chicken,Pack,USA,3.75,
923,Ibumie,Hot Pepper,Pack,Malaysia,3.5,
922,Sunlee,Mushroom,Bowl,Thailand,1.25,
921,Ottogi,,Bowl,South Korea,3.5,
920,Shirakiku,Hot & Spicy Udon,Pack,USA,3,
919,Maruchan,Beef,Pack,USA,3.5,
918,Nongshim,Udon Flavor Cup Ramyun,Cup,South Korea,4.5,
917,Vina Acecook,Chicken Bean Vermicelli,Pack,Vietnam,3.25,
916,Goku Uma,Seafood Flavor Japanese Noodles,Bowl,Japan,4.25,
915,Wai Wai,Beef Flavour,Pack,Thailand,3.5,
914,Nissin,Ramen Miso,Pack,Japan,4,
913,Nongshim,Spicy Shrimp Cup Ramyun,Cup,South Korea,4.25,
912,Maruchan,Instant Shrimp,Cup,USA,3.75,
911,Nissin,Top Ramen Shrimp,Pack,USA,3.75,
910,Paldo,Ramyun,Bowl,South Korea,4.25,"
"
909,Indomie,,Pack,Indonesia,4.25,
908,Sapporo Ichiban,Original Flavor,Cup,USA,3.5,
907,Nongshim,Spicy Seafood,Cup,South Korea,4,
906,Other,Kari Curry Flavour,Pack,Malaysia,5,
905,Tradition,Vegetable Instant Noodle,Cup,USA,3.25,
904,Myojo,Yakisoba Oriental,Tray,Japan,4.75,
903,Han's South Korea,Rice Noodle With Seafood Flavored Soup,Tray,South Korea,3.5,
902,Sunlee,Beef Flavour Rice,Bowl,Thailand,3.25,
901,Sarimi,Rasa Ayam,Pack,Indonesia,3.5,
900,Maruchan,Instant Chicken,Cup,USA,3.5,
899,FMF,Chow Tomato,Pack,Fiji,4.25,
898,Long Kow,Noodles Shoyu,Cup,China,1.5,
897,FMF,Chow,Pack,Fiji,4,
896,Vina Acecook,Kung Bean Vermicelli,Pack,Vietnam,3.5,
895,SuperMi,Mi Goreng,Pack,Indonesia,5,
894,Han's South Korea,Rice Noodle With Kimchi Flavored Soup,Tray,South Korea,3,
893,Paldo,Bowl Noodle Shrimp Flavor,Bowl,South Korea,3.25,
892,ABC,Pedas Hot Tomato Soup Flavor,Pack,Indonesia,4.5,
891,Vina Acecook,Mushroom,Pack,Vietnam,2.75,
890,Unif / Tung-I,Mushroom Flavor Ramen Noodles,Pack,Vietnam,3.5,
889,Yamachan,Shoyu Ramen,Pack,USA,4,
888,Yamachan,Udon Chicken,Pack,USA,4.25,
887,Yamachan,Noodles With Soy,Pack,USA,4,
886,Yamachan,Pork Flavor Ramen,Pack,USA,4.75,
885,Yamachan,Miso Ramen Miso,Pack,USA,5,
884,Yamachan,Miso Ramen -,Pack,USA,4,
883,Yamachan,Shio Ramen Seafood,Pack,USA,4.5,
882,SuperMi,,Pack,Indonesia,5,
881,Han's South Korea,Rice Noodle With Hot & Spicy,Tray,South Korea,3.25,
880,Golden Wheat,Korean Style Seafood,Cup,China,2.75,
879,Other,Rice,Bowl,South Korea,5,
878,Nissin,Top Ramen Chili,Pack,USA,3.75,
877,Nongshim,Shin Bowl,Bowl,USA,4.25,
876,Sarimi,,Pack,Indonesia,3.25,
875,Sunlee,Artificial Chicken Rice Vermicelli,Bowl,Thailand,2.5,
874,Other,Udon,Bowl,Japan,3.5,
873,Vifon,Rice Noodles Chicken,Pack,Vietnam,3.5,
872,Nongshim,,Bowl,USA,5,
871,Dragonfly,Artificial Hot & Sour Shrimp,Pack,China,4,
870,SuperMi,Mi Rasa Ayam,Pack,Indonesia,3.75,
869,Vina Acecook,Chicken Bean Vermicelli,Pack,Vietnam,3.25,
868,CJ CheilJedang,Udon,Bowl,South Korea,3.75,
867,Indomie,Rasa,Pack,Indonesia,4,
866,Master Kong,,Pack,China,4,
865,Little Cook,,Cup,Thailand,3,
864,Unif / Tung-I,Chinese Bean Vermicelli,Pack,Taiwan,3.5,
863,Indomie,Fried Noodle,Pack,Indonesia,5,
862,Nissin,Top Ramen Chicken,Pack,USA,4.25,
861,Vina Acecook,Mi Vegetarian,Pack,Vietnam,3.25,
860,Baijia,Artificial,Pack,China,2.75,
859,Tradition,Chicken Vegetarian,Cup,USA,3.75,
858,Indomie,Rasa Mi,Pack,Indonesia,4.5,
857,Sempio,Seafood Vermicelli,Bowl,South Korea,4.25,
856,Little Cook,Mushroom Vegetarian,Bowl,Thailand,4.75,
855,Vina Acecook,Hot & Sour Shrimp,Bowl,Vietnam,4.25,
854,Long Kow,Noodles Hot & Sour,Bowl,China,3.5,
853,Other,Noodle With Kimchi,Bowl,South Korea,4.5,
852,SuperMi,Mi Rasa Kari Ayam,Pack,Indonesia,4,
851,Dragonfly,Artificial Pork,Bowl,China,3.5,
850,Nissin,Top Ramen Chicken,Pack,USA,4,
849,Nissin,Top Ramen Tomato Chicken,Pack,USA,3.5,
848,Golden Wheat,Korean Style Spicy Pork,Cup,China,3.5,
847,Itomen,Soba,Bowl,Japan,3.25,
846,Vifon,Mi,Pack,Vietnam,3.75,
845,Nongshim,Noodle,Pack,South Korea,4.25,
844,Maggi,Minute Noodles Laksa,Pack,Malaysia,4,
843,Nissin,Top Ramen Beef,Pack,USA,3.5,
842,JML,Artificial Stew Beef,Bowl,China,3.75,
841,Nongshim,,Pack,South Korea,4,
840,Chewy,Rice Vermicelli Laksa,Tray,China,3.75,
839,CJ CheilJedang,Bean Stew,Cup,South Korea,2,
838,Sarimi,,Pack,Indonesia,4,
837,Nissin,Top Ramen Chicken,Pack,USA,4.5,
836,Binh Tay,Mi Vegetarian,Pack,Vietnam,3.5,
835,Mr. Noodles,Shrimp,Pack,Canada,2.5,
834,Indomie,Mi Goreng Pedas,Pack,Indonesia,3.75,
833,Wai Wai,Vegetarian,Pack,Thailand,3.5,
832,Dragonfly,Mee Goreng Ramen Noodles,Pack,China,3.75,
831,Vifon,Instant Chicken,Pack,Vietnam,3.25,
830,Other,& Shoyu,Cup,Japan,4.5,
829,Paldo,King Cup,Bowl,South Korea,4.75,
828,Paldo,,Pack,South Korea,3.5,
827,Paldo,,Pack,South Korea,4.75,
826,Paldo,,Pack,South Korea,5,
825,Paldo,Shoyu,Cup,Japan,3.25,
824,Paldo,,Pack,South Korea,5,
823,Paldo,Spicy Chicken,Pack,South Korea,5,2013 #9
822,Paldo,King Bowl,Bowl,South Korea,3.5,
821,Master Kong,& Beef,Pack,China,5,
820,Sunlee,Tom Yum Shrimp Rice,Bowl,Thailand,3.75,
819,Maruchan,Soba,Pack,Japan,4,
818,SuperMi,Mi Rasa,Pack,Indonesia,4,
817,Souper,Bowl Ramen Shrimp,Bowl,Taiwan,3.75,
816,Vina Acecook,Rice Noodle,Pack,Vietnam,3.75,
815,Chencun,Chicken Of Mushroom,Cup,China,3.25,
814,Indomie,Beef,Pack,Indonesia,3.5,
813,Mr. Noodles,Spicy Chicken,Pack,Canada,2,
812,Master Kong,Spicy Beef,Pack,China,3.75,
811,Mr. Noodles,Vegetable,Pack,Canada,1.75,
810,ABC,Pedas Mi Goreng Hot Chicken,Pack,Indonesia,4.25,
809,Nongshim,,Pack,South Korea,4,
808,Other,Vegetarian Tom Yum,Bowl,Thailand,3.5,
807,SuperMi,Super Rasa Ayam,Pack,Indonesia,4,
806,Ohsung,Hot Spicy Bowl With Soy,Bowl,South Korea,3.5,
805,Acecook,Super Big Ramen Soy Sauce,Bowl,Japan,1.25,
804,Little Cook,Chicken,Cup,Thailand,1.75,
803,Master Kong,Taste Beef,Bowl,China,4,
802,Sarimi,Mi Goreng Rasa Ayam,Pack,Indonesia,4.5,
801,Gau Do,Hot Sour Shrimp,Pack,Vietnam,3.75,
800,Mr. Noodles,Chicken,Pack,Canada,3,
799,Nongshim,Bowl Noodle Chicken,Bowl,USA,4.25,
798,Golden Wheat,Korean Style Pork,Cup,China,3,
797,Golden Mie,Vegetable,Pack,Dubai,3.75,
796,Vina Acecook,Vegetable,Pack,Vietnam,3,
795,Master Kong,Red Oil,Tray,China,2.75,
794,Sarimi,,Pack,Indonesia,4.75,
793,Mr. Noodles,Spicy Beef,Pack,Canada,1.75,
792,Nongshim,Bowl Noodle Spicy Chicken,Bowl,USA,4.5,
791,Acecook,Super Big Ramen Tonkotsu,Bowl,Japan,1,
790,GreeNoodle,& Soy Sauce,Pack,Thailand,1.5,
789,SuperMi,,Pack,Indonesia,4,
788,Uni-President,Beef With,Pack,Taiwan,4.75,
787,Emart,Ramen Ramen White,Pack,South Korea,5,
786,Mr. Noodles,Beef,Pack,Canada,3,
785,Sarimi,Rasa,Pack,Indonesia,3.5,
784,Hankow,Noodles,Tray,China,3.25,
783,Nissin,Cup Noodles Chicken,Cup,USA,3,
782,Nongshim,Bowl Noodle Shrimp,Bowl,USA,3.25,
781,Vina Acecook,Beef,Pack,Vietnam,3,
780,Ottogi,Ramen,Pack,South Korea,3.5,
779,Indomie,Mi Goreng Ayam,Pack,Indonesia,3.75,
778,Mamee,Cup Curry,Cup,Malaysia,2.5,
777,Mr. Noodles,Oriental,Pack,Canada,2.75,
776,Sarimi,Rasa Kari,Pack,Indonesia,3.75,
775,JML,Seafood,Bowl,China,3,
774,Indomie,Rasa,Pack,Indonesia,2.25,
773,Little Cook,Pork,Bowl,Thailand,3.5,
772,Nongshim,Bowl Noodle Hot & Spicy Beef,Pack,USA,3.5,
771,Mi Sedaap,Mi Rasa Ayam,Pack,Indonesia,4,
770,Kailo,Chicken,Pack,Hong Kong,3.5,
769,Nissin,Cup Noodles Shrimp Style,Cup,USA,3.25,
768,Fashion Foods,Oriental,Bowl,Thailand,0.25,
767,Fashion Foods,Mushroom Vegetarian,Bowl,Thailand,1.75,
766,Fashion Foods,Beef,Bowl,Thailand,3.75,
765,Super Bihun,Rice Noodles,Pack,Indonesia,4.5,
764,Sempio,Seafood Noodle Cup,Bowl,South Korea,3.5,
763,Maggi,Minute Noodles Tomato,Pack,India,3.25,
762,Long Kow,Kimchi Bean Vermicelli,Pack,Taiwan,1.5,
761,Thai Kitchen,Garlic Vegetable Rice Noodle,Pack,USA,3.5,
760,Nissin,Big Cup Noodles Chicken,Cup,USA,3.25,
759,Nongshim,Bowl Noodle,Bowl,USA,3.75,
758,JML,Artificial Stew Pork,Bowl,China,3.25,
757,Indomie,Mi Goreng,Pack,Indonesia,4.25,
756,Daikoku,Big,Bowl,Japan,3.75,
755,Nongshim,Udon,Bowl,South Korea,4.25,
754,Nongshim,,Pack,USA,3.75,
753,Nongshim,Soba,Pack,South Korea,4.25,
752,Nongshim,Bowl Noodle Udon,Bowl,USA,3.5,
751,Nongshim,Shin Ramyun Black Onion,Cup,South Korea,5,
750,Nongshim,Bowl Noodle Spicy Kimchi,Bowl,USA,3.75,
749,Sapporo Ichiban,Chow Mein,Pack,USA,5,
748,Other,,Bowl,USA,3.75,
747,Nissin,Chicken,Pack,USA,3.5,
746,JML,Artificial Mushroom Chicken,Bowl,China,1.25,
745,Nongshim,,Pack,South Korea,5,
744,Payless,Instant Beef,Pack,Philippines,3.25,
743,Mamee,Cup Tom Yum,Cup,Malaysia,3.75,
742,Golden Mie,,Pack,Dubai,3.25,
741,Wei Lih,Super Ramen Vegetable,Pack,Taiwan,2.75,
740,Indomie,Mi Goreng,Pack,Indonesia,5,
739,JML,Artificial Spicy Beef,Bowl,China,3.5,
738,Nissin,,Bowl,Japan,3.75,
737,Gau Do,Chicken Shrimp,Pack,Vietnam,2.5,
736,Maruchan,Yakisoba Spicy Vegetable,Tray,USA,3.25,
735,Ottogi,Seafood,Bowl,South Korea,2.75,
734,Indomie,Mi Goreng Rasa Ayam,Pack,Indonesia,5,"
"
733,Indomie,Rasa,Pack,Indonesia,4.5,
732,Indomie,Noodle With Chicken Chilli,Pack,Indonesia,4.25,
731,Indomie,Rasa Mi,Pack,Indonesia,3.25,
730,Indomie,Rasa,Pack,Indonesia,5,
729,Indomie,Mi Goreng Beef,Pack,Indonesia,5,
728,Indomie,Rasa Kari Ayam,Pack,Indonesia,5,
727,Indomie,Rasa,Pack,Indonesia,4,
726,Indomie,Mi Goreng,Pack,Indonesia,4,
725,Indomie,Mi Goreng Instant Cup Noodles,Cup,Indonesia,5,
724,Indomie,Noodle With Laksa Chilli,Pack,Indonesia,3.5,
723,Indomie,Mi Goreng Chicken,Pack,Indonesia,5,
722,Yamamoto,Seafood Ramen,Bowl,Japan,3.5,
721,Nongshim,Bowl Noodle Beef,Bowl,USA,4,
720,Golden Mie,Chicken Curry,Pack,Dubai,3.75,
719,Nissin,Beef,Pack,USA,3.25,
718,Ottogi,,Pack,South Korea,3.75,
717,Nissin,Ramen Bowl Spicy Chicken,Bowl,USA,3.25,
716,Vifon,,Bowl,Vietnam,3.75,
715,Indomie,Mi Goreng,Pack,Indonesia,5,2013 #3
714,Pulmuone,Spicy,Pack,South Korea,3.75,
713,Nissin,Creamy Chicken,Pack,USA,4,
712,Four Seas,,Bowl,Hong Kong,3.25,
711,Nongshim,Rice Noodle Beef,Pack,South Korea,4.25,
710,Saigon Ve Wong,Kung Fu,Bowl,Vietnam,2.75,
709,Nissin,Chow Mein Spicy Chicken,Tray,USA,3.25,
708,Wu Mu,Pork Flavor Ramen,Pack,Taiwan,2.75,
707,Mee Jang,Noodle Soup Spicy Beef Garlic Onion,Bowl,Thailand,3.25,
706,Unif,Onion,Bowl,Taiwan,4.25,
705,Golden Wheat,Korean Style Beef,Cup,China,3.5,
704,Nissin,Chow Mein Chinese Chicken Vegetable,Tray,USA,4,
703,Nissin,Beef Stew,Pack,USA,3.5,
702,Nissin,Demae Ramen Black Garlic Oil Tonkotsu,Pack,Japan,4.5,
701,Nissin,Big Cup Noodles Chili Shrimp,Cup,USA,4,
700,Nissin,Ramen,Pack,Japan,5,
699,Nissin,Cup Noodles Shrimp,Cup,USA,3.5,
698,Nissin,Chow Mein Chicken,Tray,USA,4,
697,Nissin,Chicken,Pack,USA,3.25,
696,Nissin,Big Cup Noodles Spicy Chicken,Cup,USA,3.5,
695,JFC,Japanese Style Noodle Curry,Bowl,Japan,4.5,
694,Vina Acecook,Chicken,Pack,Vietnam,3.5,
693,Chewy,Rice Vermicelli,Tray,China,2.25,
692,Samyang,Vegetable Ramen,Pack,South Korea,3.75,
691,Mamee,Cup Vegetarian,Cup,Malaysia,2,
690,Maruchan,Yakisoba Soy Sauce,Tray,USA,3.75,
689,Mee Jang,Noodle Soup Sour Spicy Shrimp Tom Yum,Bowl,Thailand,2.5,
688,Ohsung,Ramyun Soy Hot Spicy,Pack,South Korea,3.75,
687,Nissin,Cup Noodles Sauce Seafood,Cup,Hong Kong,3.75,
686,Mi Sedaap,Mi Mi Goreng Perisa Goreng,Pack,Indonesia,4.5,
685,Indomie,Rasa Soup,Pack,Indonesia,2.75,
684,Dragonfly,Artificial Seafood,Pack,China,3.75,
683,Nongshim,Udon Garlic,Pack,South Korea,4.75,
682,Indomie,Instant Cup Noodles Mi Goreng,Cup,Indonesia,4.25,
681,Nongshim,Rice Noodle Black Bean Vegetable,Pack,South Korea,3.75,
680,Vina Acecook,Shrimp,Pack,Vietnam,2.75,
679,Mamee,Cup Fried Onion Chicken,Cup,Malaysia,3.25,
678,Wang,Udon,Bowl,South Korea,4,
677,Nongshim,Shin Ramyun Shrimp,Pack,China,4.5,
676,Indomie,Spicy Shrimp,Pack,Indonesia,4.75,
675,Samyang,,Pack,South Korea,4.75,
674,Paldo,,Pack,South Korea,5,
673,Ohsung,Ramyun Soup Soy,Pack,South Korea,3.25,
672,Mug Shot,Chicken,Pack,UK,3,
671,Mug Shot,Spicy Sweet & Sour,Pack,UK,3,
670,Saigon Ve Wong,Kung Fu Artificial Chicken Rice Noodle,Bowl,Vietnam,3.5,
669,Nissin,,Bowl,Japan,4,
668,Saigon Ve Wong,Kung Fu Vegetarian,Bowl,Vietnam,2,
667,Nissin,Ramen Bowl Kimchi,Bowl,USA,3,
666,Other,Black Chicken,Pack,Taiwan,1.5,
665,Mama,Rice Vermicelli,Pack,Thailand,3.25,
664,Thai Kitchen,Curry Rice Noodle,Pack,USA,2.75,
663,Paldo,Black Bean,Pack,South Korea,4,
662,Daikoku,Udon,Bowl,Japan,4.25,
661,Yamamoto,Soba,Bowl,Japan,4.25,
660,Lucky Me!,Beef Beef,Pack,Philippines,3.75,
659,Nissin,Ramen Bowl Spicy Shrimp,Bowl,USA,3,
658,Paldo,King Cup,Cup,South Korea,3.5,
657,Dragonfly,Onion,Pack,China,3.75,
656,Nissin,Ramen Bowl Hot & Spicy,Bowl,USA,3.75,
655,Other,,Pack,Indonesia,3,
654,Mee Jang,Sour Spicy Chicken Tom Yum,Bowl,Thailand,3.25,
653,Dragonfly,Artificial Pork,Pack,China,4,
652,Sapporo Ichiban,Shio,Pack,Japan,5,
651,Mi Sedaap,Mi Mi Perisa Kari Ayam,Pack,Indonesia,4,
650,Dragonfly,Artificial Chicken,Pack,China,4,
649,Pot Noodle,Chicken & Mushroom,Cup,UK,3.75,
648,Nongshim,Seafood Ramyun,Pack,South Korea,3.75,
647,Sunlee,Tom Yum Shrimp Noodle,Bowl,Thailand,3.5,
646,Yamamoto,Shoyu,Bowl,Japan,4.25,
645,Nongshim,Artificial Chicken,Cup,South Korea,3.75,
644,Other,Rice Noodle,Bowl,South Korea,3.75,
643,Wei Chuan,Miso,Pack,Taiwan,3.25,
642,Little Cook,Spicy Beef,Cup,Thailand,2.75,
641,Vina Acecook,Shrimp Onion,Pack,Vietnam,3,
640,Master Kong,Artificial Spicy Beef,Pack,China,4.25,
639,Nissin,Udon,Bowl,Japan,5,
638,GreeNoodle,Yakisoba,Pack,Thailand,3,
637,Snapdragon,Chinese Mushroom Rice Noodle,Cup,Singapore,2.5,
636,Yamamori,Tom Yam Ramen Pork,Pack,Japan,4.75,
635,Ottogi,,Pack,South Korea,1.1,
634,Baijia,Hot Sweet,Bowl,China,0.5,
633,Mr. Udon,Seafood,Pack,South Korea,3.5,
632,Mr. Udon,Japanese Miso,Pack,South Korea,2.75,
631,Fashion Foods,Sauce,Bowl,Thailand,1.25,
630,Ve Wong,Kung Fu Artificial Mushroom Pork,Bowl,Taiwan,1.25,
629,Master Kong,Artificial Beef,Pack,China,4.25,
628,Lucky Me!,Beef Garlic,Bowl,Philippines,3.5,
627,Other,,Pack,Vietnam,3.75,
626,Ottogi,Hot Taste,Bowl,South Korea,3.5,
625,Pot Noodle,,Cup,UK,4,
624,Master Kong,Artificial Pork,Pack,China,3.75,
623,Wei Wei,Vegetarian,Pack,Taiwan,3.25,
622,Daikoku,Udon,Bowl,Japan,4.75,
621,Ottogi,Ramen Big Bowl,Bowl,South Korea,3.5,
620,Vifon,Artificial Pork Bean,Pack,Vietnam,1.25,
619,Yamamoto,Udon,Bowl,Japan,4.75,
618,Pulmuone,Noodles,Pack,South Korea,2.75,
617,Nissin,Demae Iccho Sesame Oil Chicken,Pack,Japan,3.75,
616,Maggi,Minute Noodles Curry,Pack,India,2,
615,Yamamori,Tom Yam Prawn,Pack,Japan,4.5,
614,Fuku,Soup Rice Noodle,Pack,Hong Kong,2.5,
613,Saigon Ve Wong,Kung Fu Artificial Pork Flavor,Bowl,Vietnam,3,
612,Maruchan,Yakisoba Spicy Chicken,Tray,USA,1.75,
611,Batchelors,Super Noodles Sweet Thai Chilli,Pack,UK,2,
610,Wei Wei,Artificial Chicken,Pack,Taiwan,3.25,
609,Wei Wei,Artificial Hot Beef,Pack,Taiwan,3.75,
608,Koka,Spicy Black Pepper,Pack,Singapore,5,2012 #10
607,Pot Noodle,Beef Tomato,Cup,UK,1.5,
606,Six Fortune,,Pack,South Korea,4,
605,Little Cook,Artificial Onion,Cup,Thailand,3.5,
604,Batchelors,Super Noodles Chicken,Pack,UK,2,
603,Wei Lih,Super Ramen Hot Chili,Pack,Taiwan,3.75,
602,Nongshim,Artificial Seafood,Cup,South Korea,3.5,
601,Wei Chuan,Tomato,Pack,Taiwan,4,
600,Maruchan,Ramen Noodle Soup Beef,Pack,USA,3.25,
599,Lucky Me!,Hot Chili,Pack,Philippines,4,
598,Little Cook,Vegetarian,Cup,Thailand,3.25,
597,Batchelors,Super Noodles Sweet &,Pack,UK,3.5,
596,Thai Kitchen,Chili Rice Noodle,Pack,USA,1.5,
595,Thai Kitchen,Onion Rice Noodle,Pack,USA,3.75,
594,Other,Style Noodles Seafood,Bowl,South Korea,3.5,
593,Nongshim,,Pack,South Korea,4,
592,Batchelors,Super Noodles Curry,Pack,UK,3.25,
591,Batchelors,Super Noodles Chinese,Bowl,UK,2.5,
590,Mama,Soup,Bowl,Thailand,3.5,
589,Vifon,Korean Style,Bowl,Vietnam,4.25,
588,Vifon,Pork,Pack,Vietnam,2.75,
587,Other,Vermicelli,Pack,Taiwan,2.1,
586,Vedan,Noodle,Pack,Taiwan,3.25,
585,Ve Wong,Artificial Onion Flavor Bean,Bowl,Taiwan,1.5,
584,Baijia,Black Chicken Sweet,Cup,China,0,
583,Vifon,Crab Bean,Pack,Vietnam,2.25,
582,Koyo,& Miso,Pack,USA,2.5,
581,Koyo,Mushroom,Pack,USA,2.75,
580,Baijia,Hot & Sour Rice Noodle,Pack,China,0,
579,Baijia,Sweet,Pack,China,1.75,
578,Nongshim,Shin Ramyun Black,Pack,South Korea,4.75,2012 #7
577,Pot Noodle,Chinese Chow Mein,Cup,UK,3,
576,Menraku,Soba,Bowl,Japan,3.75,
